Mod:Item:MetaData, Localized Name
flatcoloredblocks:flatcoloredblock_glowing0_71:11, Glowing Magenta Block #1147
flatcoloredblocks:flatcoloredblock_glowing0_71:12, Glowing Magenta Block #1148
flatcoloredblocks:flatcoloredblock_glowing0_71:13, Glowing Magenta Block #1149
flatcoloredblocks:flatcoloredblock_glowing0_71:14, Glowing Dark Magenta Block #1150
flatcoloredblocks:flatcoloredblock_glowing0_71:15, Glowing Dark Magenta Block #1151
flatcoloredblocks:flatcoloredblock_glowing0_72:0, Glowing Dark Magenta Block #1152
flatcoloredblocks:flatcoloredblock_glowing0_72:1, Glowing Dark Magenta Block #1153
flatcoloredblocks:flatcoloredblock_glowing0_72:2, Glowing Magenta Block #1154
flatcoloredblocks:flatcoloredblock_glowing0_72:3, Glowing Magenta Block #1155
flatcoloredblocks:flatcoloredblock_glowing0_72:4, Glowing Magenta Block #1156
flatcoloredblocks:flatcoloredblock_glowing0_72:5, Glowing Magenta Block #1157
flatcoloredblocks:flatcoloredblock_glowing0_72:6, Glowing Magenta Block #1158
flatcoloredblocks:flatcoloredblock_glowing0_72:7, Glowing Magenta Block #1159
flatcoloredblocks:flatcoloredblock_glowing0_72:8, Glowing Dark Pink Block #1160
flatcoloredblocks:flatcoloredblock_glowing0_72:9, Glowing Dark Pink Block #1161
flatcoloredblocks:flatcoloredblock_glowing0_72:10, Glowing Dark Pink Block #1162
flatcoloredblocks:flatcoloredblock_glowing0_72:11, Glowing Dark Pink Block #1163
flatcoloredblocks:flatcoloredblock_glowing0_72:12, Glowing Pink Block #1164
flatcoloredblocks:flatcoloredblock_glowing0_72:13, Glowing Pink Block #1165
flatcoloredblocks:flatcoloredblock_glowing0_72:14, Glowing Pink Block #1166
flatcoloredblocks:flatcoloredblock_glowing0_72:15, Glowing Light Pink Block #1167
flatcoloredblocks:flatcoloredblock_glowing0_73:0, Glowing Light Pink Block #1168
flatcoloredblocks:flatcoloredblock_glowing0_73:1, Glowing Light Pink Block #1169
flatcoloredblocks:flatcoloredblock_glowing0_73:2, Glowing Dark Pink Block #1170
flatcoloredblocks:flatcoloredblock_glowing0_73:3, Glowing Dark Pink Block #1171
flatcoloredblocks:flatcoloredblock_glowing0_73:4, Glowing Dark Pink Block #1172
flatcoloredblocks:flatcoloredblock_glowing0_73:5, Glowing Dark Pink Block #1173
flatcoloredblocks:flatcoloredblock_glowing0_73:6, Glowing Pink Block #1174
flatcoloredblocks:flatcoloredblock_glowing0_73:7, Glowing Pink Block #1175
flatcoloredblocks:flatcoloredblock_glowing0_73:8, Glowing Pink Block #1176
flatcoloredblocks:flatcoloredblock_glowing0_73:9, Glowing Light Pink Block #1177
flatcoloredblocks:flatcoloredblock_glowing0_73:10, Glowing Light Pink Block #1178
flatcoloredblocks:flatcoloredblock_glowing0_73:11, Glowing Light Pink Block #1179
flatcoloredblocks:flatcoloredblock_glowing0_73:12, Glowing Dark Pink Block #1180
flatcoloredblocks:flatcoloredblock_glowing0_73:13, Glowing Dark Pink Block #1181
flatcoloredblocks:flatcoloredblock_glowing0_73:14, Glowing Dark Pink Block #1182
flatcoloredblocks:flatcoloredblock_glowing0_73:15, Glowing Dark Pink Block #1183
flatcoloredblocks:flatcoloredblock_glowing0_74:0, Glowing Pink Block #1184
flatcoloredblocks:flatcoloredblock_glowing0_74:1, Glowing Pink Block #1185
flatcoloredblocks:flatcoloredblock_glowing0_74:2, Glowing Pink Block #1186
flatcoloredblocks:flatcoloredblock_glowing0_74:3, Glowing Pink Block #1187
flatcoloredblocks:flatcoloredblock_glowing0_74:4, Glowing Pink Block #1188
flatcoloredblocks:flatcoloredblock_glowing0_74:5, Glowing Pink Block #1189
flatcoloredblocks:flatcoloredblock_glowing0_74:6, Glowing Dark Pink Block #1190
flatcoloredblocks:flatcoloredblock_glowing0_74:7, Glowing Dark Pink Block #1191
flatcoloredblocks:flatcoloredblock_glowing0_74:8, Glowing Dark Pink Block #1192
flatcoloredblocks:flatcoloredblock_glowing0_74:9, Glowing Dark Pink Block #1193
flatcoloredblocks:flatcoloredblock_glowing0_74:10, Glowing Pink Block #1194
flatcoloredblocks:flatcoloredblock_glowing0_74:11, Glowing Pink Block #1195
flatcoloredblocks:flatcoloredblock_glowing0_74:12, Glowing Pink Block #1196
flatcoloredblocks:flatcoloredblock_glowing0_74:13, Glowing Pink Block #1197
flatcoloredblocks:flatcoloredblock_glowing0_74:14, Glowing Pink Block #1198
flatcoloredblocks:flatcoloredblock_glowing0_74:15, Glowing Pink Block #1199
flatcoloredblocks:flatcoloredblock_glowing0_75:0, Glowing Dark Pink Block #1200
flatcoloredblocks:flatcoloredblock_glowing0_75:1, Glowing Dark Pink Block #1201
flatcoloredblocks:flatcoloredblock_glowing0_75:2, Glowing Dark Pink Block #1202
flatcoloredblocks:flatcoloredblock_glowing0_75:3, Glowing Dark Pink Block #1203
flatcoloredblocks:flatcoloredblock_glowing0_75:4, Glowing Pink Block #1204
flatcoloredblocks:flatcoloredblock_glowing0_75:5, Glowing Pink Block #1205
flatcoloredblocks:flatcoloredblock_glowing0_75:6, Glowing Pink Block #1206
flatcoloredblocks:flatcoloredblock_glowing0_75:7, Glowing Light Pink Block #1207
flatcoloredblocks:flatcoloredblock_glowing0_75:8, Glowing Light Pink Block #1208
flatcoloredblocks:flatcoloredblock_glowing0_75:9, Glowing Light Pink Block #1209
flatcoloredblocks:flatcoloredblock_glowing0_75:10, Glowing Dark Pink Block #1210
flatcoloredblocks:flatcoloredblock_glowing0_75:11, Glowing Dark Pink Block #1211
flatcoloredblocks:flatcoloredblock_glowing0_75:12, Glowing Dark Pink Block #1212
flatcoloredblocks:flatcoloredblock_glowing0_75:13, Glowing Dark Pink Block #1213
flatcoloredblocks:flatcoloredblock_glowing0_75:14, Glowing Pink Block #1214
flatcoloredblocks:flatcoloredblock_glowing0_75:15, Glowing Pink Block #1215
flatcoloredblocks:flatcoloredblock_glowing0_76:0, Glowing Pink Block #1216
flatcoloredblocks:flatcoloredblock_glowing0_76:1, Glowing Light Pink Block #1217
flatcoloredblocks:flatcoloredblock_glowing0_76:2, Glowing Light Pink Block #1218
flatcoloredblocks:flatcoloredblock_glowing0_76:3, Glowing Light Pink Block #1219
flatcoloredblocks:flatcoloredblock_glowing0_76:4, Glowing Dark Pink Block #1220
flatcoloredblocks:flatcoloredblock_glowing0_76:5, Glowing Dark Pink Block #1221
flatcoloredblocks:flatcoloredblock_glowing0_76:6, Glowing Dark Pink Block #1222
flatcoloredblocks:flatcoloredblock_glowing0_76:7, Glowing Dark Pink Block #1223
flatcoloredblocks:flatcoloredblock_glowing0_76:8, Glowing Pink Block #1224
flatcoloredblocks:flatcoloredblock_glowing0_76:9, Glowing Pink Block #1225
flatcoloredblocks:flatcoloredblock_glowing0_76:10, Glowing Pink Block #1226
flatcoloredblocks:flatcoloredblock_glowing0_76:11, Glowing Pink Block #1227
flatcoloredblocks:flatcoloredblock_glowing0_76:12, Glowing Pink Block #1228
flatcoloredblocks:flatcoloredblock_glowing0_76:13, Glowing Pink Block #1229
flatcoloredblocks:flatcoloredblock_glowing0_76:14, Glowing Dark Pink Block #1230
flatcoloredblocks:flatcoloredblock_glowing0_76:15, Glowing Dark Pink Block #1231
flatcoloredblocks:flatcoloredblock_glowing0_77:0, Glowing Dark Pink Block #1232
flatcoloredblocks:flatcoloredblock_glowing0_77:1, Glowing Dark Pink Block #1233
flatcoloredblocks:flatcoloredblock_glowing0_77:2, Glowing Pink Block #1234
flatcoloredblocks:flatcoloredblock_glowing0_77:3, Glowing Pink Block #1235
flatcoloredblocks:flatcoloredblock_glowing0_77:4, Glowing Pink Block #1236
flatcoloredblocks:flatcoloredblock_glowing0_77:5, Glowing Pink Block #1237
flatcoloredblocks:flatcoloredblock_glowing0_77:6, Glowing Pink Block #1238
flatcoloredblocks:flatcoloredblock_glowing0_77:7, Glowing Pink Block #1239
flatcoloredblocks:flatcoloredblock_glowing0_77:8, Glowing Dark Pink Block #1240
flatcoloredblocks:flatcoloredblock_glowing0_77:9, Glowing Dark Pink Block #1241
flatcoloredblocks:flatcoloredblock_glowing0_77:10, Glowing Dark Pink Block #1242
flatcoloredblocks:flatcoloredblock_glowing0_77:11, Glowing Dark Pink Block #1243
flatcoloredblocks:flatcoloredblock_glowing0_77:12, Glowing Pink Block #1244
flatcoloredblocks:flatcoloredblock_glowing0_77:13, Glowing Pink Block #1245
flatcoloredblocks:flatcoloredblock_glowing0_77:14, Glowing Pink Block #1246
flatcoloredblocks:flatcoloredblock_glowing0_77:15, Glowing Light Pink Block #1247
flatcoloredblocks:flatcoloredblock_glowing0_78:0, Glowing Light Pink Block #1248
flatcoloredblocks:flatcoloredblock_glowing0_78:1, Glowing Light Pink Block #1249
flatcoloredblocks:flatcoloredblock_glowing0_78:2, Glowing Dark Pink Block #1250
flatcoloredblocks:flatcoloredblock_glowing0_78:3, Glowing Dark Pink Block #1251
flatcoloredblocks:flatcoloredblock_glowing0_78:4, Glowing Dark Pink Block #1252
flatcoloredblocks:flatcoloredblock_glowing0_78:5, Glowing Dark Pink Block #1253
flatcoloredblocks:flatcoloredblock_glowing0_78:6, Glowing Pink Block #1254
flatcoloredblocks:flatcoloredblock_glowing0_78:7, Glowing Pink Block #1255
flatcoloredblocks:flatcoloredblock_glowing0_78:8, Glowing Pink Block #1256
flatcoloredblocks:flatcoloredblock_glowing0_78:9, Glowing Light Pink Block #1257
flatcoloredblocks:flatcoloredblock_glowing0_78:10, Glowing Light Pink Block #1258
flatcoloredblocks:flatcoloredblock_glowing0_78:11, Glowing Light Pink Block #1259
flatcoloredblocks:flatcoloredblock_glowing0_78:12, Glowing Dark Pink Block #1260
flatcoloredblocks:flatcoloredblock_glowing0_78:13, Glowing Dark Pink Block #1261
flatcoloredblocks:flatcoloredblock_glowing0_78:14, Glowing Dark Pink Block #1262
flatcoloredblocks:flatcoloredblock_glowing0_78:15, Glowing Dark Pink Block #1263
flatcoloredblocks:flatcoloredblock_glowing0_79:0, Glowing Pink Block #1264
flatcoloredblocks:flatcoloredblock_glowing0_79:1, Glowing Pink Block #1265
flatcoloredblocks:flatcoloredblock_glowing0_79:2, Glowing Pink Block #1266
flatcoloredblocks:flatcoloredblock_glowing0_79:3, Glowing Pink Block #1267
flatcoloredblocks:flatcoloredblock_glowing0_79:4, Glowing Pink Block #1268
flatcoloredblocks:flatcoloredblock_glowing0_79:5, Glowing Pink Block #1269
flatcoloredblocks:flatcoloredblock_glowing0_79:6, Glowing Dark Pink Block #1270
flatcoloredblocks:flatcoloredblock_glowing0_79:7, Glowing Dark Pink Block #1271
flatcoloredblocks:flatcoloredblock_glowing0_79:8, Glowing Dark Pink Block #1272
flatcoloredblocks:flatcoloredblock_glowing0_79:9, Glowing Dark Pink Block #1273
flatcoloredblocks:flatcoloredblock_glowing0_79:10, Glowing Pink Block #1274
flatcoloredblocks:flatcoloredblock_glowing0_79:11, Glowing Pink Block #1275
flatcoloredblocks:flatcoloredblock_glowing0_79:12, Glowing Pink Block #1276
flatcoloredblocks:flatcoloredblock_glowing0_79:13, Glowing Pink Block #1277
flatcoloredblocks:flatcoloredblock_glowing0_79:14, Glowing Pink Block #1278
flatcoloredblocks:flatcoloredblock_glowing0_79:15, Glowing Pink Block #1279
flatcoloredblocks:flatcoloredblock_glowing0_80:0, Glowing Black Block #1280
flatcoloredblocks:flatcoloredblock_glowing0_80:1, Glowing Grey Block #1281
flatcoloredblocks:flatcoloredblock_glowing0_80:2, Glowing Grey Block #1282
flatcoloredblocks:flatcoloredblock_glowing0_80:3, Glowing Grey Block #1283
flatcoloredblocks:flatcoloredblock_glowing0_80:4, Glowing Silver Block #1284
flatcoloredblocks:flatcoloredblock_glowing0_80:5, Glowing Silver Block #1285
flatcoloredblocks:flatcoloredblock_glowing0_80:6, Glowing Silver Block #1286
flatcoloredblocks:flatcoloredblock_glowing0_80:7, Glowing White Block #1287
flatcoloredblocks:flatcoloredblock_glowing0_80:8, Glowing White Block #1288
flatcoloredblocks:flatcoloredblock_glowing0_80:9, Glowing White Block #1289
industrialforegoing:petrified_fuel_generator, Petrified Fuel Generator
industrialforegoing:enchantment_refiner, Enchantment Sorter
industrialforegoing:enchantment_extractor, Enchantment Extractor
industrialforegoing:enchantment_aplicator, Enchantment Applicator
industrialforegoing:mob_relocator, Mob Crusher
industrialforegoing:potion_enervator, Potion Brewer
industrialforegoing:animal_independence_selector, Animal Baby Separator
industrialforegoing:animal_stock_increaser, Animal Feeder
industrialforegoing:crop_sower, Plant Sower
industrialforegoing:crop_enrich_material_injector, Plant Fertilizer
industrialforegoing:crop_recolector, Plant Gatherer
industrialforegoing:black_hole_unit, Black Hole Unit
industrialforegoing:water_condensator, Water Condensator
industrialforegoing:water_resources_collector, Resources Fisher
industrialforegoing:animal_resource_harvester, Animal Rancher
industrialforegoing:mob_slaughter_factory, Mob Slaughter Factory
industrialforegoing:mob_duplicator, Mob Duplicator
industrialforegoing:block_destroyer, Block Breaker
industrialforegoing:block_placer, Block Placer
industrialforegoing:tree_fluid_extractor, Tree Fluid Extractor
industrialforegoing:latex_processing_unit, Latex Processing Unit
industrialforegoing:sewage_composter_solidifier, Sewage Composter
industrialforegoing:animal_byproduct_recolector, Animal Sewer
industrialforegoing:sludge_refiner, Sludge Refiner
industrialforegoing:mob_detector, Mob Detector
industrialforegoing:lava_fabricator, Lava Fabricator
industrialforegoing:bioreactor, Bioreactor
industrialforegoing:biofuel_generator, Biofuel Generator
industrialforegoing:ore_processor, Ore Processor
industrialforegoing:black_hole_controller, Black Hole Controller (DEPRECATED)
industrialforegoing:black_hole_controller_reworked, Black Hole Controller v2.0
industrialforegoing:dye_mixer, Dye Mixer
industrialforegoing:enchantment_invoker, Enchantment Factory
industrialforegoing:spores_recreator, Spores Recreator
industrialforegoing:animal_growth_increaser, Animal Grower
industrialforegoing:material_stonework_factory, Material StoneWork Factory
industrialforegoing:black_hole_tank, Black Hole Tank
industrialforegoing:resourceful_furnace, Resourceful Furnace
industrialforegoing:villager_trade_exchanger, Villager Trade Exchanger
industrialforegoing:energy_field_provider, Energy Field Provider
industrialforegoing:oredictionary_converter, Ore Dictionary Converter
industrialforegoing:protein_reactor, Protein Reactor
industrialforegoing:protein_generator, Protein Generator
industrialforegoing:hydrator, Hydrator
industrialforegoing:wither_builder, Wither Builder
industrialforegoing:fluid_pump, Fluid Pump
industrialforegoing:fluid_crafter, Fluid Crafter
industrialforegoing:plant_interactor, Plant Interactor
industrialforegoing:item_splitter, Item Splitter
industrialforegoing:fluiddictionary_converter, Fluid Dictionary Converter
industrialforegoing:froster, Froster
industrialforegoing:ore_washer, Washing Factory
industrialforegoing:ore_fermenter, Fermentation Station
industrialforegoing:ore_sieve, Fluid Sieving Machine
industrialforegoing:pitiful_fuel_generator, Pitiful Fuel Generator
industrialforegoing:tinydryrubber, Tiny Dry Rubber
industrialforegoing:dryrubber, Dry Rubber
industrialforegoing:plastic, Plastic
industrialforegoing:fertilizer, Fertilizer
industrialforegoing:meat_feeder, Meat Feeder
industrialforegoing:mob_imprisonment_tool, Mob Imprisonment Tool
industrialforegoing:laser_lens:0, White§r Laser Lens
industrialforegoing:laser_lens:1, Orange§r Laser Lens
industrialforegoing:laser_lens:2, Magenta§r Laser Lens
industrialforegoing:laser_lens:3, Light Blue§r Laser Lens
industrialforegoing:laser_lens:4, Yellow§r Laser Lens
industrialforegoing:laser_lens:5, Lime§r Laser Lens
industrialforegoing:laser_lens:6, Pink§r Laser Lens
industrialforegoing:laser_lens:7, Gray§r Laser Lens
industrialforegoing:laser_lens:8, Light Gray§r Laser Lens
industrialforegoing:laser_lens:9, Cyan§r Laser Lens
industrialforegoing:laser_lens:10, Purple§r Laser Lens
industrialforegoing:laser_lens:11, Blue§r Laser Lens
industrialforegoing:laser_lens:12, Brown§r Laser Lens
industrialforegoing:laser_lens:13, Green§r Laser Lens
industrialforegoing:laser_lens:14, Red§r Laser Lens
industrialforegoing:laser_lens:15, Black§r Laser Lens
industrialforegoing:laser_lens_inverted:0, White§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:1, Orange§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:2, Magenta§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:3, Light Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:4, Yellow§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:5, Lime§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:6, Pink§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:7, Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:8, Light Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:9, Cyan§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:10, Purple§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:11, Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:12, Brown§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:13, Green§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:14, Red§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:15, Black§r Laser Lens (Inverted)
industrialforegoing:straw, Straw
industrialforegoing:conveyor_upgrade:0, Extraction Conveyor Upgrade
industrialforegoing:conveyor_upgrade:1, Insertion Conveyor Upgrade
industrialforegoing:conveyor_upgrade:2, Detection Conveyor Upgrade
industrialforegoing:conveyor_upgrade:3, Bouncing Conveyor Upgrade
industrialforegoing:conveyor_upgrade:4, Dropping Conveyor Upgrade
industrialforegoing:conveyor_upgrade:5, Blinking Conveyor Upgrade
industrialforegoing:conveyor_upgrade:6, Splitting Conveyor Upgrade
industrialforegoing:pink_slime, Pink Slime
industrialforegoing:book_manual, Industrial Foregoing's Manual
industrialforegoing:pink_slime_ingot, Pink Slime Ingot
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:adult_filter, Adult Filter
industrialforegoing:range_addon:0, Range Addon
industrialforegoing:range_addon:1, Range Addon
industrialforegoing:range_addon:2, Range Addon
industrialforegoing:range_addon:3, Range Addon
industrialforegoing:range_addon:4, Range Addon
industrialforegoing:range_addon:5, Range Addon
industrialforegoing:range_addon:6, Range Addon
industrialforegoing:range_addon:7, Range Addon
industrialforegoing:range_addon:8, Range Addon
industrialforegoing:range_addon:9, Range Addon
industrialforegoing:range_addon:10, Range Addon
industrialforegoing:range_addon:11, Range Addon
industrialforegoing:energy_field_addon, Energy Field Addon
industrialforegoing:leaf_shearing, Leaf Shearing Addon
industrialforegoing:itemstack_transfer_addon_pull:0, Itemstack Transfer Addon (Pull/Down)
industrialforegoing:itemstack_transfer_addon_push:0, Itemstack Transfer Addon (Push/Down)
industrialforegoing:fluid_transfer_addon_pull:0, Fluid Transfer Addon (Pull/Down)
industrialforegoing:fluid_transfer_addon_push:0, Fluid Transfer Addon (Push/Down)
industrialforegoing:fortune_addon, Fortune Addon
industrialforegoing:artificial_dye:0, White§r Artificial Dye
industrialforegoing:artificial_dye:1, Orange§r Artificial Dye
industrialforegoing:artificial_dye:2, Magenta§r Artificial Dye
industrialforegoing:artificial_dye:3, Light Blue§r Artificial Dye
industrialforegoing:artificial_dye:4, Yellow§r Artificial Dye
industrialforegoing:artificial_dye:5, Lime§r Artificial Dye
industrialforegoing:artificial_dye:6, Pink§r Artificial Dye
industrialforegoing:artificial_dye:7, Gray§r Artificial Dye
industrialforegoing:artificial_dye:8, Light Gray§r Artificial Dye
industrialforegoing:artificial_dye:9, Cyan§r Artificial Dye
industrialforegoing:artificial_dye:10, Purple§r Artificial Dye
industrialforegoing:artificial_dye:11, Blue§r Artificial Dye
industrialforegoing:artificial_dye:12, Brown§r Artificial Dye
industrialforegoing:artificial_dye:13, Green§r Artificial Dye
industrialforegoing:artificial_dye:14, Red§r Artificial Dye
industrialforegoing:artificial_dye:15, Black§r Artificial Dye
industrialforegoing:conveyor:0, White§r Conveyor Belt
industrialforegoing:conveyor:1, Orange§r Conveyor Belt
industrialforegoing:conveyor:2, Magenta§r Conveyor Belt
industrialforegoing:conveyor:3, Light Blue§r Conveyor Belt
industrialforegoing:conveyor:4, Yellow§r Conveyor Belt
industrialforegoing:conveyor:5, Lime§r Conveyor Belt
industrialforegoing:conveyor:6, Pink§r Conveyor Belt
industrialforegoing:conveyor:7, Gray§r Conveyor Belt
industrialforegoing:conveyor:8, Light Gray§r Conveyor Belt
industrialforegoing:conveyor:9, Cyan§r Conveyor Belt
industrialforegoing:conveyor:10, Purple§r Conveyor Belt
industrialforegoing:conveyor:11, Blue§r Conveyor Belt
industrialforegoing:conveyor:12, Brown§r Conveyor Belt
industrialforegoing:conveyor:13, Green§r Conveyor Belt
industrialforegoing:conveyor:14, Red§r Conveyor Belt
industrialforegoing:conveyor:15, Black§r Conveyor Belt
industrialforegoing:black_hole_label, Black Hole Label
threng:machine:0, Fluix Aggregator
threng:machine:1, Pulse Centrifuge
threng:machine:2, ME Circuit Etcher
threng:machine:3, Preemptive Assembly Unit
threng:machine:4, ME Level Maintainer
threng:big_assembler:0, Mass Assembler Frame
threng:big_assembler:1, Mass Assembler Vent
threng:big_assembler:2, Mass Assembler Controller
threng:big_assembler:3, MA Pattern Provider
threng:big_assembler:4, MA Crafting Coprocessor
threng:material:0, Fluix Steel
threng:material:1, Carbonic Fluix Complex
threng:material:2, Fluix-Plated Iron
threng:material:3, Coal Dust
threng:material:4, Fluix Logic Unit
threng:material:5, Resonating Crystal
threng:material:6, Massively Parallel Processor
threng:material:7, Speculation Core (1x)
threng:material:8, Speculation Core (2x)
threng:material:9, Speculation Core (4x)
threng:material:10, Speculation Core (8x)
threng:material:11, Speculation Core (16x)
threng:material:12, Speculation Core (32x)
threng:material:13, Speculation Core (64x)
threng:material:14, Speculative Processor
magneticraft:ingots:2, Copper Ingot
magneticraft:ingots:3, Lead Ingot
magneticraft:ingots:4, Cobalt Ingot
magneticraft:ingots:5, Tungsten Ingot
magneticraft:ingots:6, Steel Ingot
magneticraft:ingots:7, Aluminium Ingot
magneticraft:ingots:9, Mithril Ingot
magneticraft:ingots:10, Nickel Ingot
magneticraft:ingots:11, Osmium Ingot
magneticraft:ingots:12, Silver Ingot
magneticraft:ingots:13, Tin Ingot
magneticraft:ingots:14, Zinc Ingot
magneticraft:light_plates:0, Double Iron Plate
magneticraft:light_plates:1, Double Gold Plate
magneticraft:light_plates:2, Double Copper Plate
magneticraft:light_plates:3, Double Lead Plate
magneticraft:light_plates:5, Double Tungsten Plate
magneticraft:light_plates:6, Double Steel Plate
magneticraft:heavy_plates:0, Heavy Iron Plate
magneticraft:heavy_plates:1, Heavy Gold Plate
magneticraft:heavy_plates:2, Heavy Copper Plate
magneticraft:heavy_plates:3, Heavy Lead Plate
magneticraft:heavy_plates:5, Heavy Tungsten Plate
magneticraft:heavy_plates:6, Heavy Steel Plate
magneticraft:nuggets:2, Copper Nugget
magneticraft:nuggets:3, Lead Nugget
magneticraft:nuggets:4, Cobalt Nugget
magneticraft:nuggets:5, Tungsten Nugget
magneticraft:nuggets:6, Steel Nugget
magneticraft:nuggets:7, Aluminium Nugget
magneticraft:nuggets:9, Mithril Nugget
magneticraft:nuggets:10, Nickel Nugget
magneticraft:nuggets:11, Osmium Nugget
magneticraft:nuggets:12, Silver Nugget
magneticraft:nuggets:13, Tin Nugget
magneticraft:nuggets:14, Zinc Nugget
magneticraft:chunks:0, Iron Chunk
magneticraft:chunks:1, Gold Chunk
magneticraft:chunks:2, Copper Chunk
magneticraft:chunks:3, Lead Chunk
magneticraft:chunks:4, Cobalt Chunk
magneticraft:chunks:5, Tungsten Chunk
magneticraft:chunks:7, Aluminium Chunk
magneticraft:chunks:9, Mithril Chunk
magneticraft:chunks:10, Nickel Chunk
magneticraft:chunks:11, Osmium Chunk
magneticraft:chunks:12, Silver Chunk
magneticraft:chunks:13, Tin Chunk
magneticraft:chunks:14, Zinc Chunk
magneticraft:dusts:0, Iron Dust
magneticraft:dusts:1, Gold Dust
magneticraft:dusts:2, Copper Dust
magneticraft:dusts:3, Lead Dust
magneticraft:dusts:4, Cobalt Dust
magneticraft:dusts:5, Tungsten Dust
magneticraft:dusts:6, Steel Dust
magneticraft:dusts:7, Aluminium Dust
magneticraft:dusts:9, Mithril Dust
magneticraft:dusts:10, Nickel Dust
magneticraft:dusts:11, Osmium Dust
magneticraft:dusts:12, Silver Dust
magneticraft:dusts:13, Tin Dust
magneticraft:dusts:14, Zinc Dust
magneticraft:rocky_chunks:0, Iron Rocky Chunk
magneticraft:rocky_chunks:1, Gold Rocky Chunk
magneticraft:rocky_chunks:2, Copper Rocky Chunk
magneticraft:rocky_chunks:3, Lead Rocky Chunk
magneticraft:rocky_chunks:4, Cobalt Rocky Chunk
magneticraft:rocky_chunks:5, Tungsten Rocky Chunk
magneticraft:rocky_chunks:7, Aluminium Rocky Chunk
magneticraft:rocky_chunks:8, Galena Rocky Chunk
magneticraft:rocky_chunks:9, Mithril Rocky Chunk
magneticraft:rocky_chunks:10, Nickel Rocky Chunk
magneticraft:rocky_chunks:11, Osmium Rocky Chunk
magneticraft:rocky_chunks:12, Silver Rocky Chunk
magneticraft:rocky_chunks:13, Tin Rocky Chunk
magneticraft:rocky_chunks:14, Zinc Rocky Chunk
magneticraft:stone_hammer, item.magneticraft.stone_hammer.name
magneticraft:iron_hammer, item.magneticraft.iron_hammer.name
magneticraft:steel_hammer, item.magneticraft.steel_hammer.name
magneticraft:copper_coil, item.magneticraft.copper_coil.name
magneticraft:voltmeter, item.magneticraft.voltmeter.name
magneticraft:thermometer, item.magneticraft.thermometer.name
magneticraft:wrench, item.magneticraft.wrench.name
magneticraft:battery_item_low, item.magneticraft.battery_item_low.name
magneticraft:battery_item_medium, item.magneticraft.battery_item_medium.name
magneticraft:electric_drill, item.magneticraft.electric_drill.name
magneticraft:electric_chainsaw, item.magneticraft.electric_chainsaw.name
magneticraft:electric_piston, item.magneticraft.electric_piston.name
magneticraft:crafting:0, Sulfur Crystal
magneticraft:crafting:1, Alternator
magneticraft:crafting:2, Motor
magneticraft:crafting:3, Fine Copper Wire
magneticraft:crafting:4, Magnet
magneticraft:crafting:5, Iron Mesh
magneticraft:crafting:6, Fabric Mesh
magneticraft:guide_book, item.magneticraft.guide_book.name
magneticraft:floppy_disk:0, Floppy Disk
magneticraft:floppy_disk:1, Floppy Disk (Lisp)
magneticraft:floppy_disk:2, Floppy Disk (FORTH)
magneticraft:floppy_disk:3, Floppy Disk (Shell)
magneticraft:floppy_disk:4, Floppy Disk (BASIC WIP)
magneticraft:floppy_disk:5, Floppy Disk (Editor)
magneticraft:floppy_disk:6, Floppy Disk (ASM WIP)
magneticraft:iron_gear, item.magneticraft.iron_gear.name
magneticraft:broken_gear, item.magneticraft.broken_gear.name
magneticraft:steel_gear, item.magneticraft.steel_gear.name
magneticraft:tungsten_gear, item.magneticraft.tungsten_gear.name
magneticraft:inserter_upgrade:0, Inserter Upgrade: Speed
magneticraft:inserter_upgrade:1, Inserter Upgrade: Stack
magneticraft:ores:0, Chalcopyrite Ore (Copper)
magneticraft:ores:1, Galena Ore (Lead)
magneticraft:ores:2, Cobaltite Ore (Cobalt)
magneticraft:ores:3, Wolframite Ore (Tungsten)
magneticraft:ores:4, Pyrite Ore (Sulfur)
magneticraft:oil_source:0, Oil Source (Full)
magneticraft:oil_source:10, Oil Source (Empty)
